id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,neighbourhood_normalized,zip_code,31-12-2023,31-03-2024,30-06-2024
6.17E+17,McCormick 2B/2Ba Large unit/6 guests w Opt Parking,395498979,Milan,Near South Side,41.85538,-87.62374,Entire home/apt,,2,64,67,313,31,near south side,60616,169,166,302
6.17E+17,McCormick 3B/2Ba Corner Oasis for up to 10 guests,395498979,Milan,Near South Side,41.85512,-87.62355,Entire home/apt,,2,67,67,316,40,near south side,60616,216,228,428
6.17E+17,McCormick 2B/2Ba w opt parking for up to 6 guests,395498979,Milan,Near South Side,41.85378,-87.62364,Entire home/apt,,2,83,67,332,48,near south side,60616,151,188,349
6.17E+17,McCormick 2B/2Ba corner unit/opt parking/sleeps 6,395498979,Milan,Near South Side,41.85383,-87.62484,Entire home/apt,,2,64,67,355,32,near south side,60616,151,190,349
6.17E+17,McCormick 2B/2Ba for up to 6 guests w Opt Parking,395498979,Milan,Near South Side,41.85525,-87.62513,Entire home/apt,,2,63,67,327,32,near south side,60616,149,175,201
6.17E+17,McCormick 3B/2Ba w optional parking/Up to 8 guests,395498979,Milan,Near South Side,41.85507,-87.62318,Entire home/apt,,2,64,67,293,35,near south side,60616,171,219,418
6.17E+17,2BR on great block in Pilsen,25561251,Chicago Home Stays,Lower West Side,41.847618,-87.682755,Entire home/apt,,32,3,8,310,1,lower west side,60608,39,46,60
6.17E+17,"Fun & Spacious 4BD/2BA | Pool Table, Arcade, Games",32940245,Ron,Logan Square,41.92038,-87.67787,Entire home/apt,,32,4,1,99,4,logan square,19103,250,250,340
6.17E+17,McCormick 3B/2Ba Corner Oasis for up to 10 guests,395498979,Milan,Near South Side,41.85416,-87.62327,Entire home/apt,,2,51,67,327,19,near south side,60616,216,228,428
6.17E+17,McCormick 2B/2Ba for up to 6 guests w Opt Parking,395498979,Milan,Near South Side,41.85364,-87.62369,Entire home/apt,,2,63,67,352,24,near south side,60616,149,175,201
6.17E+17,McCormick 2B/2Ba for up to 6 guests w Skyline view,395498979,Milan,Near South Side,41.85575,-87.62325,Entire home/apt,,2,78,67,331,33,near south side,60616,149,153,302
6.17E+17,McCormick 3B/2Ba Corner Oasis for up to 8 guests,395498979,Milan,Near South Side,41.85423,-87.62534,Entire home/apt,,2,49,67,354,19,near south side,60616,216,228,489
6.17E+17,McCormick 2B/2Ba for up to 6 guests w Skyline view,395498979,Milan,Near South Side,41.85572,-87.62543,Entire home/apt,,2,23,67,338,8,near south side,60616,149,181,202
6.17E+17,Cheerful two bedroom home with patio/deck,353779155,Nicole,Norwood Park,41.98812,-87.78544,Entire home/apt,,2,23,1,178,12,norwood park,60631,153,153,153
6.18E+17,Cozy 1 bdr in Edgewater close to Red L & Loyola,273591286,Regina,Edgewater,41.98848,-87.65641,Entire home/apt,,1,102,16,59,42,edgewater,78248,68,64,126
6.18E+17,"The Ramblers Inn, Northside NEW Reno w/parking!",29267331,Jeremiah And Maysa,Rogers Park,41.99965,-87.6663,Entire home/apt,,3,77,1,214,43,rogers park,60626,169,154,237
6.18E+17,Cozy Studio 1BR Apt near the lake on the Northside,199474051,Hannaniah,Rogers Park,42.02136,-87.67031,Entire home/apt,,1,12,1,327,6,rogers park,60626,121,117,116
6.19E+17,"Blueground | River W., 4 blocks to blue line",107434423,Blueground,West Town,41.8962926,-87.6656488,Entire home/apt,,32,0,549,6,0,west town,60612,191,141,312.7021277
6.19E+17,Entire 1 Bedroom Top Floor Rental Unit with Patio,68148003,Ali,Avondale,41.940067,-87.704926,Entire home/apt,,2,59,1,69,15,avondale,95824,67,100,86
6.19E+17,Lovely 2 BDRM Condo with free street parking,40960925,Dennis,South Shore,41.771729,-87.58902,Entire home/apt,,32,0,1,364,0,south shore,60619,107,107,107
6.19E+17,LT🧑‍🎤420🍀Friendly🍀🧑‍🎤Mary Jane Suite - FREEParking,114831154,Carlos,Portage Park,41.9388,-87.75538,Private room,,32,0,2,352,0,portage park,60634,103,103,103
6.19E+17,"Modern Lux Getaway w/ Hot Tub, Lrg Yard, Parking",457372436,Matthew,Bridgeport,41.83027,-87.64929,Entire home/apt,,3,79,1,104,42,bridgeport,60616,275,275,294
6.19E+17,"Blueground | Bucktown, roof & bbq, nr blue line",107434423,Blueground,West Town,41.9115279,-87.6787553,Entire home/apt,,32,0,549,1,0,west town,60612,144,214.4416667,312.7021277
6.19E+17,LT🪷420🍀Friendly🍀 🪷 Lotus Suite - FREEParking,114831154,Carlos,Belmont Cragin,41.93863,-87.75548,Private room,,32,0,2,352,0,belmont cragin,60639,101,101,101
6.19E+17,Enjoy Chicago/suburbs 2BR townhouse fully equipped,137310905,Fabio,Austin,41.91573115,-87.78943416,Entire home/apt,,3,80,3,338,35,austin,60639,108,125,170
6.20E+17,Luxurious 3BR with private parking,126543638,Alec,Brighton Park,41.81697,-87.68769,Entire home/apt,,2,68,4,309,46,brighton park,60632,100,110,131
6.20E+17,1BR Peaceful & Complete Apt w/ In-unit Laundry,440050189,Betty And Gab,Near West Side,41.88478,-87.64309,Entire home/apt,,1,101,10,164,39,near west side,60612,54,85,240
6.20E+17,"23ST - Modern 2BR w Parking - Chinatown, McCormick",178710732,Annie,Armour Square,41.84974,-87.63186,Entire home/apt,,2,50,18,212,19,armour square,60616,195,199,248
6.20E+17,Stunning! Luxury stay awaits you.,83158488,Gracjan,Dunning,41.9416965,-87.7888562,Entire home/apt,,1,23,1,350,10,dunning,60634,137,161,186
6.20E+17,Location! 5 beds house with Parking and Patio!,204880608,Kai And Beca,Lincoln Park,41.930054,-87.646698,Entire home/apt,,3,80,3,89,41,lincoln park,80204,259,244,390
6.20E+17,Wicker Park/Bucktown condo with large balcony,457600543,Lauren,Logan Square,41.919033,-87.680824,Entire home/apt,,1,78,2,265,27,logan square,19103,134,262,242
6.20E+17,DTown Mich Ave #10 | gym+rooftop w park view,98193524,Jeremy,Loop,41.87001,-87.62418,Entire home/apt,,2,63,33,46,31,loop,60605,103,144,255
6.20E+17,"Cozy, top-floor 3BR loft with balcony in West Town",5720152,Pam,West Town,41.89160156,-87.66750336,Entire home/apt,,2,68,6,59,26,west town,60612,399,139,184
6.21E+17,Hyde Park/UC Private Modern Room,389856605,Andy,Kenwood,41.80666,-87.60431,Private room,,1,38,3,313,16,kenwood,55405,51,55,55
6.21E+17,Homey 2BR-2BA steps from The Bean & Michigan Ave,49980854,Natasha,Loop,41.88368,-87.62466,Entire home/apt,,1,152,4,295,77,loop,60605,206,237,531
6.21E+17,"Downtown Mich Ave - 6 Penthouses, Sleep 25",98193524,Jeremy,Loop,41.87041,-87.62298,Entire home/apt,,2,10,33,118,5,loop,60605,1100,1150,2378
6.21E+17,Cute & private attic apartment in Belmont Craigin,410645419,Mirsada,Belmont Cragin,41.92432,-87.76832,Entire home/apt,,32,18,2,365,1,belmont cragin,60639,80,80,80
6.21E+17,Trendy PRVT Room w/ Full Bathroom | Logan Square,191522990,Nala & Owen,Humboldt Park,41.91094,-87.71548,Private room,,1,93,16,312,54,humboldt park,60651,36,33,51
6.21E+17,Lovely 1-bedroom serviced apartment near Museums!,375644856,Tony,Loop,41.87032,-87.6262,Entire home/apt,,3,122,6,161,69,loop,60605,115,157,325
6.21E+17,Luxéry Stay South Loop  - McCormick/Wintrust Area,457835507,Patricia,Near South Side,41.85411453,-87.6227951,Entire home/apt,,2,6,7,305,3,near south side,60616,286,172,277
6.22E+17,Sheffield Ave Gardens - 1 Minute Walk to Wrigley!,62111851,Amy,Lake View,41.94867,-87.65463,Entire home/apt,,2,79,3,282,41,lake view,60657,307,350,464
6.22E+17,HIP Wrigley/Boystown Designer Flat (Free parking!),71488,Doug,Lake View,41.93355275,-87.64820763,Entire home/apt,,2,33,5,250,33,lake view,60657,129,71,77
6.22E+17,Cozy Chicago bedroom unit # 2 room # 3,457996544,Nicholas,Englewood,41.79362,-87.64718,Private room,,1,120,6,78,52,englewood,60621,34,30,50
6.22E+17,Urban Bohemian Getaway,12840063,Kristy,West Ridge,41.98513,-87.69097,Entire home/apt,,32,0,1,365,0,west ridge,60659,425,425,425
6.22E+17,Stylish 2-BR in Avondale near Logan Square/Wrigley,186443607,Thomas,Avondale,41.93626,-87.69939,Entire home/apt,,2,35,1,294,18,avondale,95824,146,107,170
6.23E+17,Great Location Private Room-5 min to the City,371036931,Roseanna,Near West Side,41.87072,-87.6534,Private room,,3,73,20,325,24,near west side,60612,65,70,75
6.23E+17,"Greystone, 3500 sq ft, Rooftop Access, Sleeps 16",382199341,Mike,Hermosa,41.91892,-87.73376,Entire home/apt,,3,50,1,327,23,hermosa,60639,504,399,789
6.23E+17,A: Spacious Bedroom with Private Workspace,39078458,Maria,Brighton Park,41.81522,-87.69248,Private room,,2,47,1,287,22,brighton park,60632,28,28,35
6.24E+17,"Stylish, Bright Garden-Level Apt w/ Fireplace",121719854,Evolve,North Park,41.98692,-87.71658,Entire home/apt,,3,37,33,171,9,north park,92104,96,96,96
6.24E+17,Quiet warm household available,445762971,Jorge,Englewood,41.78008643,-87.63672834,Private room,,1,0,1,347,0,englewood,60621,55,55,55
6.24E+17,Millennium Park Getaway (2BD),1118796,Stephanie,Loop,41.88637,-87.62634,Entire home/apt,,6,78,16,129,36,loop,60605,161,182,270
6.25E+17,Stunning Basement Apartment w/free street parking!,121714487,Corinne,Douglas,41.836884,-87.619469,Entire home/apt,,2,58,1,296,40,douglas,60616,108,145,145
6.25E+17,Comfort for the entire family off of the 606,458641882,Michael,Logan Square,41.9152,-87.72079,Entire home/apt,,2,72,1,123,29,logan square,19103,216,237,338
6.25E+17,Spacious 5-BR House next to Transit with Parking,15105520,Tian,North Lawndale,41.85512924,-87.71659088,Entire home/apt,,2,78,4,293,37,north lawndale,60623,247,290,504
6.25E+17,"Blueground | River N, gym & roof, 1 block to L",107434423,Blueground,Near North Side,41.8950138,-87.6279149,Entire home/apt,,32,0,549,356,0,near north side,60610,197,133,270
6.25E+17,Private Bath. Train. UChicago. SMALL Bedroom.,1385332,Patt,Woodlawn,41.78378,-87.60639,Private room,,32,1,20,332,1,woodlawn,97211,45,45,30
6.25E+17,“The Blue Dream Suite” 420Friendly - Free Parking,35342456,Roberto,Portage Park,41.93907,-87.75515,Private room,,2,8,23,261,5,portage park,60634,107,79,91
6.25E+17,HIP PRVT Room w/ Full Bathroom | Logan Square,191522990,Nala & Owen,Humboldt Park,41.91026,-87.71682,Private room,,1,102,16,293,66,humboldt park,60651,36,33,51
6.25E+17,Private room in Logan Square. Queen Bed & Desk.,426889704,Darren,Avondale,41.93463,-87.70906,Private room,,2,35,2,56,16,avondale,95824,27,47,32
6.25E+17,Fresh PRVT Room w/Full Bathroom | *Free Parking!*,191522990,Nala & Owen,Humboldt Park,41.91026,-87.71686,Private room,,1,81,16,313,50,humboldt park,60651,42,39,59
6.26E+17,"K2. Best Location, next to Downtown. Noisy room",444364949,Nelson,Armour Square,41.84,-87.63148,Private room,,2,58,8,177,25,armour square,60616,23,26,42
6.26E+17,"K13. Best Location, Next to Downtown",444364949,Nelson,Armour Square,41.84185,-87.63245,Private room,,2,79,8,176,42,armour square,60616,21,29,53
6.26E+17,Sunny 3BR/2BA apt in great location + free parking,41379137,Matt,Logan Square,41.93316,-87.68431,Entire home/apt,,2,53,1,273,31,logan square,19103,172,179,186
6.26E+17,Work from home beauty (unit 2 room #4),457996544,Nicholas,Englewood,41.79381,-87.6468,Private room,,2,132,6,77,49,englewood,60621,33,34,43
6.26E+17,Lovely 1- bedroom rental unit in Chicago,42928772,Gabrielle,Kenwood,41.80715,-87.60485,Entire home/apt,,32,0,1,90,0,kenwood,55405,118,118,118
6.26E+17,"Wrigleyville Inn. Historic Greystone, Free Parking",6789528,Peter,Lake View,41.94546,-87.65317,Entire home/apt,,1,81,5,252,39,lake view,60657,256,290,321
6.26E+17,Hyde Park/UC Modern Private Room 2,389856605,Andy,Kenwood,41.80785,-87.60421,Private room,,1,24,3,333,12,kenwood,55405,51,57,59
6.26E+17,Hyde Park/UC Modern Private Room 3,389856605,Andy,Kenwood,41.80644,-87.60407,Private room,,1,29,3,315,9,kenwood,55405,51,61,65
6.26E+17,"Wrigleyville Inn. Historic Greystone, Free Parking",6789528,Peter,Lake View,41.94361,-87.65284,Entire home/apt,,1,76,5,269,38,lake view,60657,307,292,346
6.26E+17,“Dream Catcher Suite” Gorgeous Multicultural Home,35342456,Roberto,Portage Park,41.93919,-87.75721,Entire home/apt,,2,3,23,171,1,portage park,60634,274,273,291
6.26E+17,Beautiful 3 Level Cozy Home in Heart of Chicago,67526522,Victoria,Chatham,41.73721,-87.61862,Entire home/apt,,1,23,1,132,6,chatham,60619,124,120,150
6.26E+17,McCormick Place 420 friendly 3BR/2BA/opt parking,243035563,Studebecker,Near South Side,41.85617,-87.6262,Entire home/apt,,2,48,39,329,21,near south side,60616,158,203,266
6.26E+17,"Wrigleyville Inn. Historic Greystone, Free Parking",6789528,Peter,Lake View,41.94569,-87.65182,Entire home/apt,,1,69,5,265,38,lake view,60657,308,298,321
6.26E+17,McCormick Place 420 friendly 2brs/parking/sleeps 6,243035563,Studebecker,Near South Side,41.85478,-87.62448,Entire home/apt,,2,30,39,346,15,near south side,60616,149,190,207
6.26E+17,McCormick Pl 420 friendly 2br/2ba parking/sleeps 6,243035563,Studebecker,Near South Side,41.85482,-87.62294,Entire home/apt,,2,80,39,307,41,near south side,60616,149,177,302
6.26E+17,McCormick Pl 420 friendly 1br/1ba parking/sleeps 4,243035563,Studebecker,Near South Side,41.85395,-87.62779,Entire home/apt,,2,91,39,342,49,near south side,60616,111,156,216
6.26E+17,Cozy Irving Park 2Bed Suite - by O'Hare & Downtown,157235585,Abia,Irving Park,41.94456,-87.73638,Entire home/apt,,2,87,7,49,26,irving park,60618,90,118,128
6.27E+17,McCormick Pl 420 friendly 3B/2BA/Parking/sleeps 8,243035563,Studebecker,Near South Side,41.85279,-87.62523,Entire home/apt,,2,58,39,329,29,near south side,60616,171,228,408
6.27E+17,McCormick Pl 420 friendly 3BR/2BA/sleeps 8/Parking,243035563,Studebecker,Near South Side,41.85477,-87.62386,Entire home/apt,,2,65,39,307,30,near south side,60616,237,236,434
6.27E+17,McCormick 420 friendly 3BR/2BA/sleeps 8/Parking,243035563,Studebecker,Near South Side,41.85264,-87.62352,Entire home/apt,,2,66,39,318,33,near south side,60616,171,229,423
6.27E+17,Best family gathering option in Chicago - Gameroom,243035563,Studebecker,Near South Side,41.85621,-87.62496,Entire home/apt,,2,35,39,341,16,near south side,60616,564,576,469
6.27E+17,A Stone's Throw from Wrigley,92192981,Ariel,Lake View,41.95282,-87.65597,Entire home/apt,,3,57,3,333,29,lake view,60657,203,184,253
6.28E+17,Urban Escape w/skyline views!,327935979,Erick,Lower West Side,41.8557,-87.65495,Entire home/apt,,2,37,3,57,11,lower west side,60608,242,292,248
6.28E+17,Wrigleyville Condo 2 Blks from Lake & Train,19645168,Brandon,Lake View,41.95224,-87.64886,Entire home/apt,,2,65,16,231,36,lake view,60657,154,154,328
6.28E+17,Living in a dream (#3),457996544,Nicholas,Englewood,41.7919,-87.6452,Private room,,2,125,6,78,53,englewood,60621,30,30,41
6.28E+17,"Blueground | Loop, roof & lounge, same block as L",107434423,Blueground,Loop,41.8771094,-87.6338518,Entire home/apt,,32,1,549,186,0,loop,60605,123,107,144
6.28E+17,Amazing!!! 3 Bed 2 bath Condo next to Downtown,459410002,David And Yesenia,East Garfield Park,41.87554,-87.69447,Entire home/apt,,3,59,2,115,38,east garfield park,60612,102,101,173
6.28E+17,Captivating 2 Bedroom rental unit,459450469,Reinitta,Roseland,41.721069,-87.616882,Entire home/apt,,2,90,1,50,37,roseland,60628,101,89,124
6.28E+17,"Large Remodeled Home in Lincoln Park, Sleeps 12!",38839446,Kelsey,Lincoln Park,41.91143,-87.65017,Entire home/apt,,2,68,1,223,27,lincoln park,80204,593,589,814
6.28E+17,Fantastic Home in Wicker Park,23090887,Lisa,Logan Square,41.91544,-87.6747,Entire home/apt,,2,69,1,313,26,logan square,19103,463,490,768
6.29E+17,1bedroom unit with garden approach,130066930,David,Albany Park,41.97192,-87.71217,Entire home/apt,,3,37,1,61,13,albany park,60630,98,98,98
6.29E+17,Quiet Bucktown Suite Easy Parking,60129932,Thomas,Logan Square,41.91822,-87.68287,Entire home/apt,,2,69,1,116,33,logan square,19103,72,94,132
6.29E+17,Beautiful duplex minutes from downtown,26383151,Marcus,Washington Park,41.79618,-87.61962,Entire home/apt,,1,35,1,321,16,washington park,80209,200,250,250
6.29E+17,Studio in the heart of Lincoln Park,38842917,Magda,Lincoln Park,41.93086,-87.6415,Entire home/apt,,2,108,1,0,49,lincoln park,80204,56,68,346.5584416
6.29E+17,1BR Calm & Cozy Apt in Lincoln Square,458968716,Luanne,Lincoln Square,41.96667,-87.68652,Entire home/apt,,1,70,10,142,37,lincoln square,60625,55,85,155
6.29E+17,1BR Modern Apartment in Lincoln Square,458968716,Luanne,Lincoln Square,41.96674,-87.68548,Entire home/apt,,1,177,10,164,55,lincoln square,60625,53,66,118
6.29E+17,Downtown Park #11 - Mich Ave PH | gym+rooftop,98193524,Jeremy,Loop,41.87025,-87.62305,Entire home/apt,,2,88,33,53,43,loop,60605,102,146,250
6.29E+17,Downtown Penthouse 12 - Mich Ave 2bd|gym+rooftop,98193524,Jeremy,Loop,41.8701,-87.6252,Entire home/apt,,2,68,33,32,33,loop,60605,170,187,352
6.29E+17,Avondale Cozy 1 Bedroom Attic Apartment 4th FL,36551019,Matthew,Avondale,41.9354,-87.72392,Entire home/apt,,2,71,1,95,41,avondale,95824,66,74,111
6.30E+17,Old Town Flat. Six Blocks to Historic Wells Street,200912888,Urban Co,Near North Side,41.90749,-87.64227,Entire home/apt,,32,66,3,163,18,near north side,60610,129,129,129
6.30E+17,McCormick Place Studio/parking/sleeps  up to 4,395498979,Milan,Near South Side,41.85358,-87.62331,Entire home/apt,,2,94,67,335,42,near south side,60616,111,144,239
6.30E+17,Beautiful & Cozy Guest Suite Near West Side!,458963453,Christi,Near West Side,41.88225,-87.68099,Entire home/apt,,3,40,1,243,3,near west side,60612,130,133,160
6.30E+17,Stunning Private Room Getaway- Chicago,63667859,Tk,Greater Grand Crossing,41.75276,-87.60391,Private room,,2,5,4,43,0,greater grand crossing,60619,67,60,90
6.30E+17,✈️🧳FASHIONABLE CONDO NEAR NORTH SIDE FOR TRAVELLERS,77414650,Red Door,Humboldt Park,41.89972,-87.71786,Entire home/apt,,32,0,18,364,0,humboldt park,60651,244,234,234
6.30E+17,Amazing 1 bed room near downtown Unit 2 room #2,457996544,Nicholas,Englewood,41.79228,-87.64699,Private room,,1,123,6,70,53,englewood,60621,26,25,43
6.30E+17,"Blueground | Loop, gym & doorman, steps to L",107434423,Blueground,Loop,41.87723,-87.62901,Entire home/apt,,32,0,549,82,0,loop,60605,191,113,276
6.30E+17,Room B Queen size bed,40832295,Shannon,Belmont Cragin,41.919395,-87.77948,Private room,,1,10,4,361,3,belmont cragin,60639,150,150,150
6.30E+17,3 Bedroom Rental on Urban Farm with Skyline Views,68319098,Alicia,East Garfield Park,41.87617493,-87.69829559,Entire home/apt,,2,23,1,310,12,east garfield park,60612,250,254,284
6.30E+17,"""Chicago Cubs Suite"" 420Friendly-Small Gatherings",35342456,Roberto,Belmont Cragin,41.93862,-87.75697,Entire home/apt,,2,0,23,258,0,belmont cragin,60639,280,280,310
6.30E+17,Renovated basement studio w/ independent entrance,19539676,Arleenn,West Town,41.89476,-87.660675,Entire home/apt,,2,48,1,159,23,west town,60612,98,110,115
6.30E+17,Bucktown- Phenomenal Northside Neighborhood 2,183032570,Rodger,Logan Square,41.923119,-87.683525,Private room,,32,3,2,138,1,logan square,19103,49,49,49
6.31E+17,"Lovely Large 3 Bedroom, w private work space.",270166444,Gb,Forest Glen,41.99167,-87.73544,Entire home/apt,,32,2,3,194,0,forest glen,60630,140,138,180
6.31E+17,3-bedroom home in Beverly historic district,373812774,Robert,Beverly,41.71153,-87.68136,Entire home/apt,,2,52,1,322,27,beverly,60655,139,203,203
6.32E+17,Spacious Penthouse Near Lake/Wrigley,24970476,Jeff,Uptown,41.95566,-87.6527,Entire home/apt,,3,5,2,23,2,uptown,92103,95,135.3282184,121
6.33E+17,-Lovely 5BD/3BR/Parking|Sleeps 14|Andersonville,244623079,Gustavo,Uptown,41.9729093,-87.6631577,Entire home/apt,,3,17,1,314,17,uptown,92103,464,457,857
6.33E+17,Spacious 3BR • Great for Groups • Fast WiFi • Pets,11022679,Sofia,Logan Square,41.928295,-87.722275,Entire home/apt,,2,65,1,80,26,logan square,19103,157,207,207
6.33E+17,Architect's Urban Oasis | 4bd/3ba I Luxe,425033860,Kevin,Loop,41.87372,-87.62819,Entire home/apt,,3,57,1,205,29,loop,60605,600,693,981
6.33E+17,i3-Right in front United Center&Next to Downtown,450973617,Adriana,Near West Side,41.8798,-87.6792,Private room,,2,59,4,172,35,near west side,60612,24,33,50
6.34E+17,Upscale Home in Lincoln Park Minutes from Downtown,460623270,Mike,Lincoln Park,41.92319,-87.64879,Entire home/apt,,2,72,1,171,38,lincoln park,80204,443,368,462
